WardCode,WardName,crime_2022_23,population_2021,area_km2,pop_density_2021,crime_rate_1000,young_adult_share_2021,unemployment_rate_2021,higher_education_share_2021,non_uk_born_share_2021,lone_parent_household_share_2021,severe_household_deprivation_share_2021
E05013809,Westbourne,1235,11857,0.6350967044691653,18669.6,104.16,35.22,10.57,43.43,50.48,20.1,33.06
E05013810,Abbey,717,10259,1.359852296961942,7544.2,69.89,40.47,4.16,63.62,40.14,8.31,12.32
E05013811,Cannon Hill,451,9936,2.253345819839172,4409.44,45.39,25.58,4.56,46.81,35.45,9.1,12.69
E05013812,Colliers Wood,1101,11565,1.112927574334402,10391.51,95.2,44.14,5.37,55.19,43.19,9.68,13.85
E05013813,Cricket Green,1041,12129,2.9239541423038147,4148.15,85.83,28.63,6.72,34.58,43.57,18.29,24.17
E05013814,Figge's Marsh,941,11088,1.069300380363476,10369.4,84.87,30.0,6.45,35.32,47.72,17.07,23.8
E05013815,Graveney,659,11795,0.9927381990374542,11881.28,55.87,34.69,5.84,44.76,50.51,11.37,16.72
E05013816,Hillside,545,8518,1.1204290342470289,7602.44,63.98,33.36,3.55,70.75,43.75,5.26,8.76
E05013817,Lavender Fields,666,11562,1.2143431032936443,9521.2,57.6,34.8,6.48,41.78,47.69,13.15,19.85
E05013818,Longthornton,676,11831,1.5255145640801109,7755.42,57.14,30.19,5.8,39.19,45.54,15.17,16.85
E05013819,Lower Morden,507,11501,2.4779226011087894,4641.39,44.08,24.83,4.28,34.51,29.11,10.83,14.12
E05013820,Merton Park,539,8295,1.7083173657346307,4855.66,64.98,24.0,4.33,57.66,40.08,7.54,10.35
E05013821,Pollards Hill,706,11871,2.126135797921934,5583.37,59.47,28.17,7.2,34.21,41.56,19.57,21.15
E05013822,Ravensbury,562,9480,1.6009744157638222,5921.39,59.28,28.93,6.31,35.69,41.32,15.02,21.81
E05013823,Raynes Park,608,12245,1.8622458731114886,6575.39,49.65,31.02,4.03,61.6,38.92,8.64,10.76
E05013824,St Helier,801,11126,1.401163943025539,7940.54,71.99,30.87,5.82,37.42,42.15,14.61,21.41
E05013825,Village,557,11482,6.652880229904095,1725.87,48.51,19.5,3.31,67.49,36.31,6.9,6.78
E05013826,Wandle,445,6281,0.8129172588647061,7726.49,70.85,40.5,4.25,58.28,37.22,9.92,14.67
E05013827,West Barnes,672,10494,1.9451552115763144,5394.94,64.04,26.2,4.15,51.63,37.77,8.8,11.17
E05013828,Wimbledon Park,567,11066,2.020033423508529,5478.13,51.24,31.52,3.96,65.63,34.19,9.66,9.94
E05013829,Wimbledon Town & Dundonald,1012,12681,1.4527113848323485,8729.19,79.8,33.1,3.96,70.72,38.69,5.79,7.64
E05013882,Cann Hall,1168,16077,1.0003268879232354,16071.75,72.65,35.72,7.65,40.18,47.45,17.16,26.15
E05013883,Cathall,818,10537,0.8922318842413698,11809.71,77.63,39.9,7.13,40.89,49.32,15.65,24.69
E05013884,Chapel End,1039,14056,1.6307772847343296,8619.2,73.92,31.03,5.77,45.76,37.06,15.4,17.06
E05013885,Chingford Green,743,11561,3.826631176348774,3021.2,64.27,23.49,5.03,36.74,20.62,11.37,17.86
E05013886,Endlebury,453,8934,1.63841786181577,5452.82,50.71,24.56,5.51,34.86,23.75,13.48,18.1
E05013887,Forest,1387,16552,2.151277133299907,7694.03,83.8,32.35,6.74,41.41,41.96,14.2,24.29
E05013888,Grove Green,914,14823,0.8987695154404003,16492.55,61.66,41.62,5.94,49.38,47.39,10.92,17.81
E05013889,Hale End & Highams Park South,574,9439,1.8073681924180884,5222.51,60.81,27.8,6.37,42.35,26.12,15.36,17.41
E05013890,Hatch Lane & Highams Park North,771,13202,2.727854719114026,4839.7,58.4,25.37,6.19,36.12,23.1,14.79,20.46
E05013891,High Street,1932,10782,0.8201671107943613,13146.1,179.19,39.54,6.62,50.18,44.07,12.36,20.91
E05013892,Higham Hill,894,14130,3.033165240095193,4658.5,63.27,33.13,7.63,40.45,39.02,18.59,25.13
E05013893,Hoe Street,1117,14235,1.069525668607627,13309.64,78.47,36.64,7.95,49.15,39.71,13.04,23.14
E05013894,Larkswood,750,13397,2.1653832922819474,6186.9,55.98,27.91,6.05,35.23,31.08,14.2,21.75
E05013895,Lea Bridge,1390,15106,2.493808901303653,6057.4,92.02,36.64,7.46,41.51,48.26,14.57,22.38
E05013896,Leyton,1382,13788,1.96730042329769,7008.59,100.23,37.27,7.61,41.43,46.1,16.2,24.07
E05013897,Leytonstone,1140,12345,1.3188125602755114,9360.69,92.35,38.25,5.73,51.53,40.59,10.96,16.86
E05013898,Markhouse,763,10124,0.7522686606151296,13457.96,75.37,36.85,7.25,44.03,43.65,13.58,22.75
E05013899,St James,864,12510,3.103317424443225,4031.17,69.06,42.54,4.88,53.61,41.16,12.09,16.71
E05013900,Upper Walthamstow,518,8399,1.663080046184488,5050.27,61.67,30.15,6.81,45.78,34.12,15.44,19.76
E05013901,Valley,1781,14309,2.2151904746046327,6459.49,124.47,27.24,6.83,31.47,33.51,15.83,21.33
E05013902,William Morris,923,14655,0.9480571604539303,15457.93,62.98,34.94,5.87,50.43,40.26,13.67,18.25
E05013903,Wood Street,772,9482,0.6971392474505673,13601.3,81.42,32.97,7.08,48.13,36.98,15.91,21.8
E05013904,Beckton,2263,15293,5.324367688831182,2872.27,147.98,34.76,7.85,38.28,52.37,18.38,25.56
E05013905,Boleyn,936,15580,0.7630018781366811,20419.35,60.08,33.97,8.13,36.19,52.86,12.88,26.72
E05013906,Canning Town North,1497,10637,1.8562654858110026,5730.32,140.74,41.09,9.82,40.63,50.98,18.22,27.08
E05013907,Canning Town South,785,7067,0.6623256261131197,10669.98,111.08,49.02,6.57,51.92,53.23,15.42,21.92
E05013908,Custom House,1200,17726,1.560676742822231,11357.89,67.7,35.54,8.18,36.93,49.47,20.66,26.99
E05013909,East Ham,2197,15037,0.9817731700805994,15316.17,146.11,31.53,8.33,34.61,59.01,12.1,29.95
E05013910,East Ham South,1201,18047,1.847258586287695,9769.61,66.55,29.83,7.91,32.77,48.68,17.65,27.77
E05013911,Forest Gate North,766,10804,0.8070662687907463,13386.76,70.9,34.45,8.47,41.78,47.03,15.76,22.92
E05013912,Forest Gate South,1565,17375,1.230175865443382,14124.0,90.07,36.62,9.16,39.16,52.93,13.75,27.24
E05013913,Green Street East,1115,16794,0.7757350807805676,21649.14,66.39,34.57,7.58,34.12,58.61,11.25,30.13
E05013914,Green Street West,1363,15892,0.8080649008388742,19666.74,85.77,36.81,9.44,34.05,57.67,11.57,31.09
E05013915,Little Ilford,1140,18098,1.9696528732736773,9188.42,62.99,30.65,7.88,31.16,54.56,17.78,30.53
E05013916,Manor Park,1164,15762,1.3395231688221316,11766.87,73.85,32.47,8.02,33.0,55.4,14.88,28.82
E05013917,Maryland,1095,12743,0.9352489963197514,13625.25,85.93,39.81,7.81,40.82,54.32,15.27,24.64
E05013918,Plaistow North,1475,17668,0.990778689169688,17832.44,83.48,33.91,7.84,35.36,53.16,14.25,30.01
E05013919,Plaistow South,1495,13435,1.1636203981152489,11545.86,111.28,32.12,7.61,35.21,52.8,16.21,25.76
E05013920,Plaistow West & Canning Town East,1403,16880,1.232961881083108,13690.61,83.12,33.98,8.68,33.72,50.29,20.63,29.47
E05013921,Plashet,906,11614,0.6945750735489209,16721.01,78.01,35.61,7.94,34.35,56.4,11.75,31.43
E05013922,Royal Albert,1094,10159,2.644586376656694,3841.43,107.69,42.74,7.41,46.24,51.35,17.09,20.33
E05013923,Royal Victoria,1000,14542,2.079756657515397,6992.16,68.77,61.27,4.74,68.58,58.31,7.42,8.45
E05013924,Stratford,2933,15743,1.9444898672205662,8096.21,186.31,56.49,6.56,57.42,55.71,11.22,16.41
E05013925,Stratford Olympic Park,3403,11854,1.827614312456465,6486.05,287.08,64.07,4.0,69.87,47.95,8.99,9.14
E05013926,Wall End,981,16595,1.416862999531994,11712.49,59.11,32.28,7.48,33.69,60.01,12.49,27.71
E05013927,West Ham,1107,15706,1.3393232009401463,11726.82,70.48,38.04,7.96,38.55,52.59,16.4,26.14
E05013928,Alexandra,324,5821,1.2929437898998484,4502.13,55.66,23.93,4.18,49.12,28.88,8.39,10.15
E05013929,Berrylands,224,6436,1.2230745470038327,5262.15,34.8,25.31,3.48,58.11,24.62,5.63,11.84
E05013930,Canbury Gardens,444,7943,0.7755310654176343,10242.01,55.9,27.08,5.17,65.18,39.45,9.7,10.53
E05013931,Chessington South & Malden Rushett,424,9805,7.470139657019421,1312.56,43.24,26.95,3.87,34.32,21.04,11.88,14.46
E05013932,Coombe Hill,512,7457,4.193310286144801,1778.31,68.66,24.19,4.76,58.78,46.9,8.9,9.25
E05013933,Coombe Vale,384,10323,1.68087643720115,6141.44,37.2,21.91,4.28,57.69,37.69,8.96,10.64
E05013934,Green Lane & St James,297,6819,1.329671553113819,5128.33,43.55,25.11,5.6,45.67,37.02,12.39,18.59
E05013935,Hook & Chessington North,475,10742,2.034279529195138,5280.49,44.22,24.91,4.14,32.85,22.05,11.72,15.6
E05013936,King George's & Sunray,351,5780,2.357315759678992,2451.94,60.73,25.78,4.98,36.29,32.43,12.79,13.54
E05013937,Kingston Gate,493,10972,1.0814442725359035,10145.69,44.93,27.25,4.15,61.55,33.27,10.63,12.08
E05013938,Kingston Town,3610,10352,1.4947561585688431,6925.54,348.72,43.34,4.76,54.74,38.14,7.78,14.15
E05013939,Motspur Park & Old Malden East,241,7023,1.5447634855361483,4546.33,34.32,22.6,4.11,46.58,33.78,7.7,11.09
E05013940,New Malden Village,721,9908,1.675289920772764,5914.2,72.77,24.78,4.64,54.1,39.6,9.13,13.75
E05013941,Norbiton,708,11111,1.351842993637105,8219.15,63.72,33.85,6.52,45.92,39.44,14.6,20.29
E05013942,Old Malden,308,6645,1.7139915697635428,3876.92,46.35,22.92,5.2,44.18,33.59,9.46,14.45
E05013943,St Mark's & Seething Wells,732,11813,1.8243087101339732,6475.33,61.97,41.33,3.67,62.12,34.26,6.05,10.4
E05013944,Surbiton Hill,510,10813,1.664063907625058,6497.95,47.17,34.85,4.68,57.2,32.51,7.65,14.04
E05013945,Tolworth,703,11078,1.4170041572699072,7817.9,63.46,27.5,4.73,46.73,32.18,11.68,14.57
E05013946,Tudor,192,7194,1.1545444765109867,6231.03,26.69,15.35,4.36,58.45,33.02,9.47,9.67
E05013967,Beam Park,572,5240,2.039875874449547,2568.78,109.16,31.47,7.43,30.78,28.16,19.96,23.88
E05013968,Cranham,356,12965,5.279610935549357,2455.67,27.46,21.04,3.49,29.27,9.26,10.01,13.08
E05013969,Elm Park,830,16434,4.111319716279929,3997.26,50.51,26.02,5.18,27.8,19.23,13.29,19.27
E05013970,Emerson Park,334,9196,3.526463534917018,2607.71,36.32,22.43,3.9,33.2,18.04,7.91,14.25
E05013971,Gooshays,1396,17391,7.780928690805025,2235.08,80.27,27.58,6.67,26.7,21.17,18.33,27.49
E05013972,Hacton,254,9088,1.8138314735311307,5010.39,27.95,24.67,4.19,26.11,12.12,8.99,14.29
E05013973,Harold Wood,994,13952,9.096559960871618,1533.77,71.24,29.98,4.32,34.09,18.3,10.29,14.67
E05013974,Havering-atte-Bower,1060,16289,10.86215589665949,1499.61,65.07,25.76,6.25,24.69,17.89,17.44,20.06
E05013975,Heaton,2040,17602,3.2430983545955057,5427.53,115.9,27.26,5.98,27.08,24.93,18.87,28.07
E05013976,Hylands & Harrow Lodge,919,14193,2.955700246629361,4801.91,64.75,24.68,4.34,28.2,15.79,10.31,16.48
E05013977,Marshalls & Rise Park,748,13069,3.954639598788141,3304.73,57.23,22.82,3.98,30.27,17.73,8.25,14.7
E05013978,Mawneys,756,14525,3.01130833719543,4823.48,52.05,25.92,5.29,26.32,18.82,14.41,19.05
E05013979,Rainham & Wennington,1015,13571,16.650203912622697,815.07,74.79,26.8,5.64,25.31,20.71,13.91,20.27
E05013980,Rush Green & Crowlands,1133,15802,3.7648703753499926,4197.22,71.7,33.28,6.25,35.78,33.05,16.17,18.39
E05013981,St Alban's,873,8244,1.0908029787451583,7557.74,105.9,32.8,5.13,35.32,30.81,14.94,19.07
E05013982,St Andrew's,918,14256,2.8625199456144332,4980.23,64.39,25.09,4.31,27.47,13.03,10.69,16.35
E05013983,St Edward's,3064,10656,1.8164796438669721,5866.29,287.54,32.59,5.23,37.1,27.74,12.32,18.04
E05013984,South Hornchurch,682,10533,2.9533885591330806,3566.41,64.75,26.55,6.09,25.33,21.81,14.48,18.96
E05013985,Squirrels Heath,923,15704,2.995516046624949,5242.5,58.77,27.17,4.48,33.39,17.03,10.89,14.13
E05013986,Upminster,768,13341,22.518996008238595,592.43,57.57,19.63,3.11,31.42,8.19,7.32,10.73
E05013987,Beckenham Town & Copers Cope,1018,16055,3.0061956963410372,5340.64,63.41,30.28,4.95,54.01,28.14,8.55,10.8
E05013988,Bickley & Sundridge,724,17815,6.452130748877392,2761.1,40.64,21.38,3.94,48.9,20.21,9.13,10.06
E05013989,Biggin Hill,556,10919,8.664536392648701,1260.19,50.92,21.67,3.31,26.57,6.45,10.64,12.3
E05013990,Bromley Common & Holwood,1169,18958,6.996210150852336,2709.75,61.66,25.15,4.56,38.48,18.25,13.53,15.93
E05013991,Bromley Town,3473,15826,3.3376288499454554,4741.69,219.45,32.05,4.54,52.5,32.22,9.12,12.0
E05013992,Chelsfield,312,11520,9.020867822480595,1277.04,27.08,20.51,3.5,42.43,18.27,8.52,11.74
E05013993,Chislehurst,796,15542,10.051194386182233,1546.28,51.22,21.01,4.23,45.44,16.34,8.67,10.97
E05013994,Clock House,846,17118,2.435373635191406,7028.9,49.42,27.04,4.6,51.12,21.49,10.96,13.03
E05013995,Crystal Palace & Anerley,1082,12073,2.019109890742319,5979.37,89.62,36.66,6.54,51.61,32.19,16.0,19.0
E05013996,Darwin,259,5504,33.64411285125692,163.59,47.06,17.78,3.28,31.05,8.45,9.41,13.19
E05013997,Farnborough & Crofton,756,17781,5.532759014629194,3213.77,42.52,19.36,4.09,39.63,16.38,9.46,12.53
E05013998,Hayes & Coney Hall,636,15770,11.842449283267023,1331.65,40.33,18.11,4.03,38.21,11.69,8.29,10.54
E05013999,Kelsey & Eden Park,1287,15468,4.960210893695749,3118.42,83.2,20.1,4.93,42.72,17.89,10.64,12.22
E05014000,Mottingham,853,11512,2.9991499874317435,3838.42,74.1,25.92,6.42,34.88,23.59,17.11,21.42
E05014001,Orpington,1067,12269,3.298689678578382,3719.36,86.97,23.23,5.05,38.68,21.27,11.83,15.6
E05014002,Penge & Cator,1839,19089,3.0610759555223153,6236.04,96.34,30.55,6.14,49.75,28.08,15.28,18.33
E05014003,Petts Wood & Knoll,623,16860,4.800615912250226,3512.05,36.95,20.59,3.46,45.72,17.64,7.31,9.35
E05014004,Plaistow,746,12829,2.2447827212717346,5715.03,58.15,25.65,5.1,43.99,24.33,14.03,14.93
E05014005,Shortlands & Park Langley,621,16680,4.550507510031323,3665.53,37.23,23.19,3.92,51.19,22.51,8.38,9.11
E05014006,St Mary Cray,1558,18657,8.828872733348085,2113.18,83.51,25.81,4.93,31.57,19.42,15.12,20.17
E05014007,St Paul's Cray,1732,16971,8.646617991143438,1962.73,102.06,26.06,6.17,29.13,19.03,18.41,26.43
E05014008,West Wickham,555,14768,3.7364150386036497,3952.45,37.58,18.39,3.35,39.91,13.48,8.57,10.67
E05014009,Balham,1456,17474,1.4469556270515622,12076.39,83.32,47.52,3.29,73.26,30.57,7.13,10.17
E05014010,Battersea Park,1530,18949,1.7977480037730815,10540.41,80.74,40.66,6.01,57.0,46.94,13.74,16.61
E05014011,East Putney,942,17162,1.6636001866949688,10316.18,54.89,43.63,3.88,68.74,42.1,6.68,10.85
E05014012,Falconbrook,1103,12055,0.8490110482841419,14198.87,91.5,45.19,6.87,52.26,45.09,18.89,24.21
E05014013,Furzedown,1186,17749,1.5638243737987028,11349.74,66.82,33.37,6.14,50.75,38.84,13.73,19.05
E05014014,Lavender,1315,12576,0.7907989864242733,15902.9,104.56,55.47,3.11,75.33,35.06,5.48,8.56
E05014015,Nine Elms,391,5466,0.8121718879674338,6730.1,71.53,59.8,4.82,73.04,56.15,7.41,6.56
E05014016,Northcote,590,13340,1.4273251952345187,9346.15,44.23,30.09,2.83,74.23,31.62,6.34,7.05
E05014017,Roehampton,1571,19141,4.113958784552666,4652.7,82.08,34.1,6.87,40.2,44.57,18.92,24.66
E05014018,St Mary's,915,14295,0.964199727616121,14825.77,64.01,48.7,4.23,67.64,43.49,8.55,10.23
E05014019,Shaftesbury & Queenstown,1135,15771,1.430412531015899,11025.49,71.97,45.82,5.63,56.72,36.48,13.85,18.91
E05014020,South Balham,675,10115,1.525130424126976,6632.22,66.73,47.12,4.03,70.13,28.2,7.02,13.12
E05014021,Southfields,446,12546,1.146472967623276,10943.13,35.55,37.98,3.67,69.88,32.79,6.68,8.53
E05014022,Thamesfield,1411,16320,1.5880534966431479,10276.73,86.46,41.5,3.54,73.36,34.44,6.35,7.62
E05014023,Tooting Bec,964,17001,1.1448747067190461,14849.66,56.7,45.03,4.22,60.99,37.21,11.8,15.9
E05014024,Tooting Broadway,2552,17311,1.6180305999052762,10698.81,147.42,48.93,4.43,57.45,41.24,11.35,17.42
E05014025,Trinity,540,10905,0.9957894659505095,10951.11,49.52,43.94,3.92,70.96,29.06,6.81,11.1
E05014026,Wandle,701,10891,0.8198034379088266,13284.89,64.37,45.33,4.61,63.46,32.2,9.06,12.67
E05014027,Wandsworth Common,1246,16605,2.8165022229531798,5895.61,75.04,41.2,4.18,62.84,29.04,7.91,10.61
E05014028,Wandsworth Town,1674,18072,1.5617736060587548,11571.46,92.63,50.13,4.14,66.76,35.93,9.01,12.19
E05014029,West Hill,747,16814,1.6764829062529545,10029.33,44.43,34.08,6.39,53.8,45.17,13.51,16.38
E05014030,West Putney,935,16949,2.517810814537158,6731.64,55.17,33.59,4.9,59.0,38.67,10.33,14.72
E05014053,Abbey,1465,3965,0.46238229378439216,8575.16,369.48,42.24,6.99,48.8,65.72,11.03,19.73
E05014054,Alibon,748,9890,1.4432424930752212,6852.63,75.63,29.23,6.97,31.18,39.82,20.6,23.8
E05014055,Barking Riverside,1074,10060,4.428038488052327,2271.89,106.76,33.07,7.26,43.73,43.87,21.23,19.84
E05014056,Beam,890,8355,2.7579057281065236,3029.47,106.52,26.98,7.59,31.32,43.58,21.61,22.96
E05014057,Becontree,666,9790,0.9168536477533641,10677.82,68.03,27.85,8.2,30.39,40.53,18.3,27.86
E05014058,Chadwell Heath,1151,13827,3.5352945827140054,3911.13,83.24,28.13,7.73,32.08,36.69,18.8,26.01
E05014059,Eastbrook & Rush Green,550,8745,3.356468054483192,2605.42,62.89,28.58,6.74,30.24,29.18,15.27,22.58
E05014060,Eastbury,1356,15729,2.126051358315868,7398.22,86.21,28.98,8.0,31.89,42.25,19.23,27.47
E05014061,Gascoigne,941,10714,0.9214638767697344,11627.15,87.83,32.64,7.34,40.31,50.14,21.55,23.07
E05014062,Goresbrook,1356,13693,1.6134931696589816,8486.56,99.03,27.32,7.59,29.16,37.56,22.28,28.17
E05014063,Heath,991,9119,1.0821535544141963,8426.72,108.67,29.15,6.97,32.63,36.34,22.19,26.6
E05014064,Longbridge,1008,13294,1.6607562348262883,8004.79,75.82,31.14,6.03,34.69,39.64,11.33,22.55
E05014065,Mayesbrook,1085,15619,1.670548948585949,9349.62,69.47,30.19,7.01,32.76,41.95,20.99,26.36
E05014066,Northbury,1657,13187,0.9833231649043961,13410.65,125.65,34.29,9.02,37.52,55.59,15.99,25.17
E05014067,Parsloes,1144,15165,2.150037659591913,7053.36,75.44,28.0,7.93,29.03,37.91,19.6,29.38
E05014068,Thames View,593,5649,1.5438914252380922,3658.94,104.97,29.55,8.6,33.44,42.73,20.27,27.38
E05014069,Valence,1172,15242,1.5042548977426624,10132.59,76.89,26.95,6.85,28.18,36.26,20.48,28.54
E05014070,Village,1233,12648,2.245698054404233,5632.1,97.49,29.05,8.06,31.96,37.71,19.61,26.67
E05014071,Whalebone,1128,14198,1.7026796917297935,8338.62,79.45,31.11,5.86,36.77,43.12,17.25,19.38
E05014072,Abbey Wood,1482,17421,2.721746574084568,6400.67,85.07,28.89,7.78,36.84,39.81,20.63,24.75
E05014073,Blackheath Westcombe,951,14965,2.661644845307812,5622.46,63.55,28.08,4.55,62.93,27.88,9.18,14.32
E05014074,Charlton Hornfair,759,12551,1.3623835395967703,9212.53,60.47,30.61,6.45,47.77,34.27,16.31,20.58
E05014075,Charlton Village & Riverside,1078,10299,2.1618947494082077,4763.88,104.67,30.95,7.46,42.41,34.82,15.12,23.89
E05014076,East Greenwich,1291,14424,1.1293789763833069,12771.62,89.5,43.68,4.94,62.69,37.98,11.8,14.02
E05014077,Eltham Page,666,9947,1.5344455527235252,6482.47,66.95,27.6,7.19,32.95,28.78,18.02,26.55
E05014078,Eltham Park & Progress,487,10445,2.5634288550543998,4074.62,46.63,23.87,4.97,40.89,20.15,11.34,15.58
E05014079,Eltham Town & Avery Hill,1618,15532,5.244280770533736,2961.7,104.17,27.95,5.64,38.69,24.67,10.8,18.72
E05014080,Greenwich Creekside,1045,11213,0.48840746683340397,22958.29,93.2,50.83,4.97,60.5,44.14,14.39,13.26
E05014081,Greenwich Park,1293,10353,2.028257020944453,5104.38,124.89,40.24,4.82,61.92,36.34,9.24,13.44
E05014082,Greenwich Peninsula,1966,11481,2.2682133065096672,5061.69,171.24,56.19,4.58,67.79,50.96,11.08,9.83
E05014083,Kidbrooke Park,722,10153,1.8149849655232264,5593.99,71.11,29.22,6.47,41.75,34.12,14.36,20.93
E05014084,Kidbrooke Village & Sutcliffe,439,5941,1.288769802128171,4609.82,73.89,42.1,5.66,58.98,43.21,10.01,13.58
E05014085,Middle Park & Horn Park,869,9749,2.201242403044711,4428.86,89.14,26.3,6.72,34.41,28.39,20.18,27.72
E05014086,"Mottingham, Coldharbour & New Eltham",850,14512,2.7725371169636217,5234.2,58.57,26.19,6.11,35.28,23.15,12.98,19.71
E05014087,Plumstead & Glyndon,1893,21781,1.7862477492400712,12193.72,86.91,32.01,8.33,34.9,50.71,17.52,26.99
E05014088,Plumstead Common,1130,15622,2.4392504074284247,6404.43,72.33,27.39,6.6,37.64,33.48,17.78,21.61
E05014089,Shooters Hill,938,11878,2.514718377939319,4723.39,78.97,27.83,8.25,43.88,37.96,15.08,19.67
E05014090,Thamesmead Moorings,1264,12392,2.235283621002201,5543.82,102.0,24.84,9.33,39.6,42.66,22.19,23.93
E05014091,West Thamesmead,1064,11801,2.0557994303625984,5740.35,90.16,35.65,10.41,41.06,44.67,19.62,20.53
E05014092,Woolwich Arsenal,2335,12221,0.9888091669798486,12359.31,191.06,50.62,6.18,59.42,51.45,10.48,13.87
E05014093,Woolwich Common,1383,13069,2.0574465900861365,6352.05,105.82,36.05,8.4,39.19,44.26,18.94,24.7
E05014094,Woolwich Dockyard,887,11384,0.9772047035982921,11649.56,77.92,32.37,8.9,38.72,45.44,20.47,26.25
E05014095,Brixton Acre Lane,1894,15266,1.0577348795131536,14432.73,124.07,55.74,5.23,63.45,33.17,10.51,15.78
E05014096,Brixton North,1806,16210,0.9090195966293705,17832.4,111.41,42.46,8.24,46.17,45.22,19.17,24.57
E05014097,Brixton Rush Common,1130,14611,0.9804301727080743,14902.64,77.34,41.25,6.77,56.65,38.4,16.37,19.29
E05014098,Brixton Windrush,2442,9898,0.6220398554795274,15912.16,246.72,48.37,6.43,56.59,38.0,15.12,21.54
E05014099,Clapham Common & Abbeville,736,10062,1.0763888847970444,9347.92,73.15,49.81,3.72,73.79,31.13,7.02,10.71
E05014100,Clapham East,1218,9929,0.6280230159833701,15809.93,122.67,55.5,4.81,62.8,36.13,12.96,17.05
E05014101,Clapham Park,803,13220,0.9355344759765848,14130.96,60.74,45.1,6.38,53.91,41.69,14.38,17.46
E05014102,Clapham Town,2092,15506,1.244846075124176,12456.16,134.92,50.12,4.34,65.89,34.97,10.13,13.54
E05014103,Gipsy Hill,809,10726,1.0485202443495256,10229.65,75.42,32.22,7.12,49.65,29.94,18.85,22.41
E05014104,Herne Hill & Loughborough Junction,1722,15973,2.0728930994315187,7705.66,107.81,40.78,5.66,60.86,33.31,13.04,17.95
E05014105,Kennington,1149,15041,1.0165998846086306,14795.4,76.39,38.42,7.53,54.28,39.91,16.75,20.57
E05014106,Knight's Hill,1368,16524,1.6566126440536815,9974.57,82.79,30.27,7.58,48.58,34.04,18.27,21.09
E05014107,Myatt's Fields,919,11081,0.8194681172645004,13522.19,82.93,40.98,8.09,50.13,38.94,18.67,23.39
E05014108,Oval,964,12172,0.7895867924722781,15415.66,79.2,46.83,6.22,57.36,43.26,12.95,20.15
E05014109,St Martin's,804,10380,0.862589709675439,12033.53,77.46,36.42,6.26,48.49,38.76,20.19,20.83
E05014110,Stockwell East,916,10372,0.640816861031463,16185.59,88.31,47.64,6.96,58.55,40.68,13.74,19.32
E05014111,Stockwell West & Larkhall,1206,16573,0.9587572434649398,17285.92,72.77,42.34,7.4,50.15,45.17,18.24,20.36
E05014112,Streatham Common & Vale,1099,17343,1.9422494737775853,8929.34,63.37,33.86,6.59,45.95,43.4,14.18,17.68
E05014113,Streatham Hill East,690,10217,0.8402424463796816,12159.59,67.53,38.83,6.65,54.34,38.1,15.8,19.83
E05014114,Streatham Hill West & Thornton,683,10591,0.9157307696088964,11565.63,64.49,44.12,4.58,68.03,31.43,9.56,11.96
E05014115,Streatham St Leonard's,1610,16038,1.4676868653922925,10927.4,100.39,41.0,5.76,55.56,40.19,11.36,17.95
E05014116,Streatham Wells,630,9871,0.9498853163875638,10391.78,63.82,39.25,6.15,55.98,38.37,12.66,15.35
E05014117,Vauxhall,1749,9638,0.6824088331697776,14123.5,181.47,52.2,5.76,61.43,52.44,10.21,14.13
E05014118,Waterloo & South Bank,4027,8881,1.1866438594165838,7484.13,453.44,47.02,6.35,55.11,50.56,9.77,15.82
E05014119,West Dulwich,814,11537,1.4846700717980537,7770.75,70.56,31.84,4.51,61.61,27.71,14.03,14.51
